id,date,tweets,Emotions
3.0069205499079475e+17,2013-02-10,Depriving lymphoma cells of good cholesterol may offer a new drug free approach to eradicating the disease,"2, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 5, 6"
3.0068454948092314e+17,2013-02-10,So you don t look like a supermodel in yoga pants Here s how to get over exercise shyness and work it at the gym,"2, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 5, 5, 6"
3.006768916800635e+17,2013-02-10,Did you know these celebrities have battled with depression,"1, , 3, 3, 3, 3, 3, 5"
3.0066944484850074e+17,2013-02-10,Stiff joints The answer may involve your diet Here 10 foods that can help,"1, , 3, 3, 3, 3, 3, 4, 6"
3.006617587109069e+17,2013-02-10,Is this the secret to living to 100 years old,"3, , 3, 3, 6, 3, 4, 5"
3.0065427784257126e+17,2013-02-10,4 hangover cures put to the test drinking,"2, , 3, 3, 3, 3, 3, 3, 3, 5"
3.006466836651131e+17,2013-02-10,More and more U S children are being diagnosed with attention deficit hyperactivity disorder ADHD,"3, , 3, 3, 3, 3, 3, 3, 3, 3, 6"
3.006391147457413e+17,2013-02-10,Should you try P90X,"3, "
3.006315634466734e+17,2013-02-10,9 foods to eat for a longer life,"3, , 3, 3"
3.006278671701156e+17,2013-02-10,amp join us Mon Feb 11 11 am ET to chat ab the healthy way to go vegan HealthTalk,"3, , 3, 3, 3, 3, 3"
3.006240406227026e+17,2013-02-10,Obese Drivers May Be More Likely to Die in Car Crashes,"4, , 4"
3.006165162300539e+17,2013-02-10,Boredom at Work Can Spur Creativity,"1, , 4"
3.0060891822321254e+17,2013-02-10,The surprising warning signs of mental illness in children,"1, , 3, 3, 3, 3, 4, 4, 4, 4, 5, 6"
3.006013595127685e+17,2013-02-10,Obese Kids Face Earlier Health Risks,"1, , 2, 6, 4"
3.005938268489892e+17,2013-02-10,Are Powerful People Immune to Rejection,"4, "
3.005862520617779e+17,2013-02-10,Open wide These foods are good for your teeth,"3, , 3, 3, 3, 3, 3"
3.005787607789773e+17,2013-02-10,Poor lifestyle choices can really up your odds of developing type 2 diabetes 0 bad habits to avoid,"1, , 2, 6, 1, 2, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4"
3.005711643995013e+17,2013-02-10,Smoking related lung cancer deaths climb for women see the chart,"3, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 6, 6"
3.005636238546207e+17,2013-02-10,The Organized Caregiver End of Life Caregiving,"3, , 5"
3.005560475700429e+17,2013-02-10,If you own one of these 5 animals you can go ahead and kiss your dating life goodbye,"3, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 5"
3.005485196332319e+17,2013-02-10,Feeling achy Hit the gym More surprising times to work out,"3, , 3, 3, 3, 3, 4"
3.0054095318011085e+17,2013-02-10,The worst snacks for your health,"3, , 3, 3, 3, 3, 5"
3.0053339790484275e+17,2013-02-10,It s not what you eat but how much that matters a new study says,"3, , 3, 3, 3, 3, 3, 3, 3, 4, 5, 5"
3.005258395718902e+17,2013-02-10,Do you want to pursue a career in personal fitness training has the insight to get you started,"2, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 5"
3.005182924503245e+17,2013-02-10,The dos and don ts of talking about your sex life,"3, , 3, 3, 3, 3, 3, 3, 3, 6"
3.005107258294559e+17,2013-02-10,What s your diet mantra Here are some expert words to eat by,"2, , 3, 3, 3, 3, 3, 3, 4"
3.005031957115699e+17,2013-02-10,5 ways to jump start your weight loss FAST,"3, , 3, 3, 3, 3, 3, 4, 5"
3.004956324251607e+17,2013-02-10,Health meets tech at this years CES,"3, , 3"
3.0048808547557376e+17,2013-02-10,Feeling bloated A lil gassy The top gas producing foods to avoid,"1, , 3, 3, 3, 4"
3.0048055269853184e+17,2013-02-10,Start your day off right with one of these quick breakfasts,"3, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 5"
3.0047300672199885e+17,2013-02-10,8 ways to have a better orgasm WeSaidIt,"3, , 3, 3, 3, 3"
3.0046541493948826e+17,2013-02-10,What s really to blame for your weight gain,"3, , 3, 3, 3, 3, 3, 3, 4, 5"
3.004578662240993e+17,2013-02-10,50 ways to be healthier starting today,"3, , 3, 3, 3, 3, 3, 3, 5"
3.004503051271127e+17,2013-02-10,Life With Multiple Sclerosis Is Routine Important to Your MS,"2, , 3, 3, 3"
3.004465142228746e+17,2013-02-10,Ladies Too stressed Use these 10 tips to unwind and improve your sex life womenshealth,"3, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 6"
3.004428358895657e+17,2013-02-10,New study reveals increased risk of age related macular degeneration as a result of regular aspirin use Aspirin,"1, , 2, 6, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 5, 5, 5"
3.004352465313464e+17,2013-02-10,The best yoga poses to soothe back pain and feel great all day,"2, , 3, 5, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4"
3.004276887646495e+17,2013-02-10,Do you use an online tracker or food journal for your weightloss goals learn which is better,"3, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4"
3.004201244967813e+17,2013-02-10,Get your chocolate fix in 150 calories or less,"3, , 3, 3, 4"
3.0041261756501606e+17,2013-02-10,More Americans are doing it and doing it safely,"3, , 3, 3, 3"
3.0041009688477696e+17,2013-02-10,Everyday Health Daily Digest is out,"3, , 3, 3"
3.004050558011392e+17,2013-02-10,Read this before you take your vitamin D today,"3, , 3, 3, 3, 3, 3, 3"
3.0039750769811866e+17,2013-02-10,Could the most important part of your kids school day be recess,"1, , 2, 2, 3, 3, 3, 3, 3, 3, 3"
3.003899855620055e+17,2013-02-09,Did you know that microwave popcorn can be toxic to your health shares how you can safely enjoy this snack,"2, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 5, 6"
3.0038246272967885e+17,2013-02-09,Your dog may be able to read you more than you think,"3, , 3, 3"
3.0037486387973325e+17,2013-02-09,Positive Results for New Diabetes Drug,"3, , 3, 3"
3.003673664355041e+17,2013-02-09,4 moves to amazing abs,
3.0035979859408896e+17,2013-02-09,Got a cough Here 8 home remedies to try,"3, , 4, 4"
3.003522751284142e+17,2013-02-09,Therapeutic HIV Vaccine Shows Promise,"1, , 2, 6, 3, 5"
3.003446649496617e+17,2013-02-09,The top reasons to quit soda,"3, , 3, 3, 5, 4"
3.003371862875259e+17,2013-02-09,Living with atrial fibrillation How medication for type 2 diabetes may help according to new research,"3, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 6, 6"
3.0032956433118e+17,2013-02-09,Fiber rich foods to add to your diet ASAP,"3, , 3, 3, 4"
3.003220516155146e+17,2013-02-09,Emergency Bad Mood Busters to Keep in Your Purse,"3, "
3.00318167559979e+17,2013-02-09,Sensitive to alcohol Be wary of diet soda as a mixer by,"1, , 3, 3, 5, 3, 4"
3.003144874650542e+17,2013-02-09,Knee pain plagues many women over 50,"1, , 3, 3, 3, 4"
3.0030697717367194e+17,2013-02-09,Marriage might be able to help you stay healthier and live longer,"3, , 3, 3, 3, 3, 3, 3, 3, 5, 6"
3.0029938036638925e+17,2013-02-09,Could fructose be making people fat,"3, , 3, 3, 4"
3.002918591027241e+17,2013-02-09,Much Ado About the G Spot,"3, , 3"
3.002881683920159e+17,2013-02-09,Thinking ab going vegan Then you NEED to check out our HealthTalk on Mon Feb 11 11 am ET More info here,"3, , 3, 3, 3, 3, 3"
3.002842994066145e+17,2013-02-09,Go ahead shout out the F word It s good for your health plus more etiquette rules to break,"3, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4"
3.002767345179771e+17,2013-02-09,Researchers call ovarian cancer a public health crisis and are looking for better ways to treat this killer of women,"3, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 6, 6"
3.002691855299625e+17,2013-02-09,Yet another reason to get up and move it may help beat colon cancer,"3, , 3, 3, 3, 3, 3, 3, 3, 4, 6, 6"
3.0026162796457574e+17,2013-02-09,8 exercises that can help relieve your stress,"3, , 3, 3, 3, 4, 6, 6"
3.0025407853195264e+17,2013-02-09,The single best predictor of a heart attack,"1, , 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 6"
3.002465421729587e+17,2013-02-09,Secrets on how to take the perfect power nap IsItFridayYet,"3, , 3, 3, 3, 3, 4, 5"
3.002389674277151e+17,2013-02-09,Are You a Healthy Eater Find out by taking this quiz,"3, , 3, 3, 3"
3.0023143715885466e+17,2013-02-09,And the healthiest chip is,"3, , 3, 3, 3"
3.0022387998774886e+17,2013-02-09,10 foods that boost your skin AND slim your waistline,"2, , 3, 3, 3, 3"
3.002163579648819e+17,2013-02-09,FDA likes new type 2 diabetes drug,"2, , 3, 3, 4"
3.0020878311478886e+17,2013-02-09,Feeling snacky Go for one of these 20 healthy options under 200 calories,"3, , 3, 3, 3, 3, 3, 3, 3, 4, 5"
3.0020122474409574e+17,2013-02-09,Drink coffee lose weight,"3, , 3, 3, 4, 4"
3.001936983382016e+17,2013-02-09,We dare you not to yawn while reading this,"1, , 2, 6, 3, 4, 4"
3.0017854081140736e+17,2013-02-09,How much you smoke could put you at risk from dying from bladder cancer finds a new study,"3, , 3, 3, 3, 3, 3, 3, 3, 5, 5, 6"
3.001710012773253e+17,2013-02-09,Jaw Pain Disorder Tied to Anxiety Depression,"3, , 5"
3.001634467695903e+17,2013-02-09,Not losing any weight Here are 4 reasons why,"3, , 3, 3, 3, 3, 4"
3.001559208879964e+17,2013-02-09,5 ways to optimize your workout for better results,"3, , 3, 3, 3, 3, 3, 3"
3.001483521447977e+17,2013-02-09,The top colleges for socially awkward students are,"1, , 3, 3, 3, 3, 3, 4"
3.001407997761372e+17,2013-02-09,Every gym has them The 8 most annoying people at the gym and how to deal with your frustrations,"1, , 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 5, 5"
3.001332856721408e+17,2013-02-09,10 fitness myths not to fall for,"3, , 3, 3, 4, 4"
3.0012567988064666e+17,2013-02-09,One little tool that makes a huge difference in your weight loss,"3, , 3, 3, 3, 3, 3, 4, 5"
3.001181243285176e+17,2013-02-09,If you want to tone up and lose weight you will love this fast paced fat shedding workout,"1, , 3, 4, 1, 2, 6, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4"
3.001106060176302e+17,2013-02-09,And the food that s the most filling for the calories is click the link to find the answer,"1, , 2, 2, 3, 3, 3, 3, 3, 3, 3, 4, 4"
3.001030152920883e+17,2013-02-09,What guys are flashing to get a gal s attention get your mind outta the gutter,"1, , 3, 3, 3, 3, 3, 3, 3, 4"
3.0009546053689754e+17,2013-02-09,Even teens are now using very unhealthy methods of getting toned,"3, , 3, 3, 3, 3, 3, 3, 3, 3, 5, 3, 3, 4, 4"
3.000879100179251e+17,2013-02-09,HPV Cancers Rise as Cancer Deaths Decline,
3.000841416497111e+17,2013-02-09,How a trip to the supermarket can get you in the mood aphrodisiacs,"1, , 1, 3, 3, 3, 3, 3, 3, 3, 3, 5, 3, 5"
3.000803897189335e+17,2013-02-09,Those without a spouse in their forties were more than twice as likely to die early according to a new study,"3, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4"
3.0007282168877875e+17,2013-02-09,Have you ever wanted to run a marathon Here s what you have to do to start training,"2, , 3, 3, 3, 3, 3, 3, 3, 3, 5, 5"
3.000653070311096e+17,2013-02-09,Why you should give a meditation a try Ohm,"3, , 3"
3.000577365179228e+17,2013-02-09,One more reason to limit your cocktails Drinking too much can lead tot his risky behavior,"3, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 5, 6"
3.000501873663181e+17,2013-02-09,Canned foods bicycles and more surprising habits that are hurting his sex life,"2, , 3, 3, 3, 3, 3, 3, 3, 4, 4, 4"
3.000477130583122e+17,2013-02-09,Everyday Health Daily Digest is out,"3, , 3, 3"
3.0004264598255206e+17,2013-02-09,How healthy is your diet Take our quiz and find out,"3, , 3, 3, 3, 3, 3, 3, 3, 4"
3.000351030007562e+17,2013-02-09,If the people around you lose weight you will too a new study finds Now makeover your life for weight loss,"1, , 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4"
3.0002752486231654e+17,2013-02-08,A new report estimates the number of annual ER visits involving energy drinks shot up in 2011,"1, , 1, 2, 6, 3, 3, 3, 3, 3, 3, 3, 3"
3.000200257990984e+17,2013-02-08,Want to strengthen your core This is a great beginner ab workout with,"2, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4"
3.000124831989842e+17,2013-02-08,Fiber rich foods to add to your diet ASAP,"3, , 3, 3, 4"
3.0001091849712026e+17,2013-02-08,Vegan experts amp join us Mon 11 am ET to chat ab the healthy way to go vegan HealthTalk,"3, , 3, 3, 3, 3, 3, 3, 3"
3.000088856479826e+17,2013-02-08,Missed our HealthTalk w on heart healthy living No problem Check out the recap,"2, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 6"
3.000053225699451e+17,2013-02-08,Still have time to prepare for Winter Storm Nemo Here s what you need to know,"3, , 3, 3, 3, 3, 3, 3, 4, 4, 5"
3.000049490923438e+17,2013-02-08,Nightcaps Don t Help You Sleep Better After All,
2.9999737358372864e+17,2013-02-08,Autism Symptoms May Fade With Age,"3, "
2.999898558474527e+17,2013-02-08,The real reason yawning is contagious,"2, , 3, 3, 3, 4, 4"
2.9998232860688384e+17,2013-02-08,Protein shakes are they good or bad for you,"1, , 2, 6, 2, 3, 3, 3, 5"
2.999747673630966e+17,2013-02-08,Keeping Bisexuality Secret Takes MentalToll on Bisexual Men,"3, , 3, 6, 3"
2.999671903109898e+17,2013-02-08,Why an apple a day really may keep the doctor away,"3, , 3, 3, 3, 3, 3, 4, 4"
2.999596405763891e+17,2013-02-08,Ancient Pills Found in Shipwreck Offer Rare Insight Into Early Medicine,"3, , 3, 4, 4"
2.999520837659648e+17,2013-02-08,A doctor s office that comes to you and more 2013 health meets tech inventions,"3, , 3, 3, 3, 3, 4, 4"
2.9994713367774e+17,2013-02-08,Check out these easy ways to protect your kidneys,"1, , 2, 6, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3"
2.9994453450111386e+17,2013-02-08,Go Paula Post Diabetes Diagnosis Paula Deen Sheds 30 Pounds,
2.999407046234071e+17,2013-02-08,The Side Effects in Stephen Soderbergh s new thriller are scary but are they real A psychiatrist s take,"3, , 3, 3, 3, 3, 3, 4, 4"
2.999370136694456e+17,2013-02-08,Within a day of a significant other s death heart attack risk is 21x higher Why grief is a real heartbreaker,"2, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 5, 6"
2.9993513275478835e+17,2013-02-08,What your doctor believes causes weight gain obesity seriously affects the advice you ll get from them,"3, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 5, 4, 4, 4, 4, 4"
2.9992948367323546e+17,2013-02-08,Americans die sooner and are sicker than those in other high income countries Does this worry you,"3, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4"
2.9992192131373466e+17,2013-02-08,Eating Berries Might Help Preserve Your Memory,"3, , 3, 4"
2.9991434682854195e+17,2013-02-08,Menopause Can Bring Lapses in Memory Thinking,"3, , 3, 3, 3, 3"
2.9990680073457254e+17,2013-02-08,8 exercises that can help relieve your stress,"3, , 3, 3, 3, 4, 6, 6"
2.999049741109944e+17,2013-02-08,RT Potential Multiple Sclerosis Treatment Uses Skin Cells to Slow Disease MS stemcell via,"3, , 3, 3, 3, 4, 5"
2.9990476231122944e+17,2013-02-08,FF the newest members of our editorial team,"3, , 3, 3, 3"
2.998934013635748e+17,2013-02-08,Southern eating deep fried meat buttermilk biscuits and sweet tea could be a recipe for stroke,"2, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 6"
2.998917227947008e+17,2013-02-08,What s good in the gym is even better in the bed 5 exercises for better sex,"3, , 3, 3, 3, 3, 3, 3, 3"
2.9988414178318336e+17,2013-02-08,The diet that s good for your waistline and your brain,"3, , 3, 3, 3, 3, 4"
2.998765780731167e+17,2013-02-08,9 reasons to eat chocolate now WereSayingSo,"3, , 3, 3, 3"
2.9986907781032346e+17,2013-02-08,Sepsis shock and organ failure may be linked to daily digestion,"3, , 3, 3, 3, 3, 3, 3, 4, 4"
2.9986147303387546e+17,2013-02-08,Arthritis Drugs May Trigger Shingles,"3, "
2.998539588627456e+17,2013-02-08,Clearing Up Confusion on When to Get a Pap Test,"3, "
2.998388240397394e+17,2013-02-08,The 8 worst restaurant foods,"2, , 3, 3, 5"
2.998312787972055e+17,2013-02-08,10 crazy amazing reasons to do yoga today,"3, , 3, 3, 3, 4"
2.9982373392798925e+17,2013-02-08,10 foods that boost your skin AND slim your waistline,"2, , 3, 3, 3, 3"
2.998161655874273e+17,2013-02-08,The worst processed foods for your health,"3, , 3, 3, 3, 3, 3, 5"
2.9980861648194765e+17,2013-02-08,6 foods that can change your life,"3, , 3, 3, 3"
2.998010705096417e+17,2013-02-08,Want to lose weight Do this first,"2, , 3, 3, 3, 3, 4"
2.997935088464077e+17,2013-02-08,Why you should have dessert for breakfast Seriously,"3, , 3, 3, 3, 4"
2.997859625007964e+17,2013-02-08,Feeling bloated A lil gassy The top gas producing foods to avoid,"1, , 3, 3, 3, 4"
2.997784118140805e+17,2013-02-08,7 ways to eat out and still lose weight,"3, , 3, 3, 3, 3, 3, 4, 4, 4"
2.997708488338473e+17,2013-02-08,demonstrates the best exercises for toned arms,"3, , 3, 3, 3, 3, 3, 3, 3, 3, 6"
2.9976335440112435e+17,2013-02-08,6 foods that can change your life,"3, , 3, 3, 3"
2.9975576060533146e+17,2013-02-08,Not getting any 7 surprising turn offs for him,"3, , 3, 3, 3, 3, 4, 4"
2.997482163065569e+17,2013-02-08,What happens to your heart when you lose weight,"3, , 3, 3, 3, 3, 3, 4"
2.997406295194419e+17,2013-02-08,Is this the secret to living to 100 years old,"3, , 3, 3, 6, 3, 4, 5"
2.99733137125163e+17,2013-02-08,How to decode food labels to find out which choice is best,"3, , 3, 3, 3, 3, 3, 3, 3, 3"
2.997255744888627e+17,2013-02-08,The truth behind exercise s afterburn effect,"3, , 3, 3, 3, 3, 3, 4, 4"
2.9972173116421734e+17,2013-02-08,Made a resolution to exercise Keep it up to reap these sexual benefits,"3, , 3, 3, 3, 3, 3, 3, 3, 3, 6"
2.9971800046504346e+17,2013-02-08,NSAID Blood Pressure Medicine Combo Tied to Kidney Risk,
2.997104581333729e+17,2013-02-08,5 exercises for a better sex life,"3, , 3, 3, 3"
2.997029367522427e+17,2013-02-08,Want your child to be a Nobel Prize winner Here s what you should do,"2, , 3, 3, 3, 3, 3, 3, 5"
2.99695502067372e+17,2013-02-08,Abortion rates plummet with free birth control,"3, , 3, 3, 3, 3, 3, 3, 3, 4"
2.996878279129293e+17,2013-02-08,Toss the pop and try these 10 soda alternatives instead,"3, , 3, 3, 3, 3, 3, 3, 5, 3, 3"
2.996853223489782e+17,2013-02-08,Everyday Health Daily Digest is out,"3, , 3, 3"
2.996802924641239e+17,2013-02-08,Run to your pantry grab your jar of this sweet spice and start sprinkling,"2, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 5"
2.996727111212155e+17,2013-02-08,When we say someone died of old age what does that really mean,"3, , 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 5, 5"
2.996652531160228e+17,2013-02-07,Anyone looking for tips on weight loss working out healthy eating and everything in between join our new group here,"3, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4"
2.996576434196521e+17,2013-02-07,The makers of Pom Wonderful pomegranate juice are not allowed to make any health claims says the FTC,"3, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4"
2.9965381459050906e+17,2013-02-07,Why alcohol diet soda can lead to increased safety risks investigates,"3, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 5, 4, 5, 5"
2.9965019637836186e+17,2013-02-07,Keep your bones strong with these 7 exercises,"3, , 3, 3, 3, 3, 3, 3"
2.996428816463995e+17,2013-02-07,Breastfeeding Still Less Common for Black Babies,"3, , 3, 3, 3, 3, 4, 4"
2.9964282040539136e+17,2013-02-07,Brain Bleeds Related to Race Pacific Islanders and Hawaiians Are at Greater Risk,"1, , 2, 6, 3, 3, 4"
2.996425769889587e+17,2013-02-07,The 9 worst ways to treat depression,"3, , 3, 5, 5"
2.9963872210898944e+17,2013-02-07,A newstudy uncovers the repercussions of a younger drinking age,"3, , 3, 3, 3, 3, 3, 3, 3, 3"
2.996350118696141e+17,2013-02-07,Unlocking the fountain of youth with your DNA,"3, , 3, 3, 3, 3, 3, 3, 3"
2.9962748325751194e+17,2013-02-07,10 simple ways to lift a friend s spirits today,"3, , 3, 3, 3, 3, 3, 4"
2.996199081767199e+17,2013-02-07,Should I do cardio or weightlifitng first at the gym investigates,"3, , 3, 3, 3, 3, 3, 3, 3, 3, 3"
2.996123796275405e+17,2013-02-07,How bad are the U S s most famous fattening foods We take a look,"1, , 2, 3, 3, 3, 3, 3, 4"
2.9960480782669824e+17,2013-02-07,Extra pounds extra lifespan Why one study says yes,"3, , 3, 3, 3, 3, 3, 3"
2.995972830817198e+17,2013-02-07,Mental Disorders Linked to Domestic Violence,"3, "
2.995897227481088e+17,2013-02-07,9 foods to eat for a longer life,"3, , 3, 3"
2.995858745454756e+17,2013-02-07,Mentally ill adults more likely to smoke less likely to quit,"3, , 3, 3, 4, 4"
2.995821742801756e+17,2013-02-07,Fibromyalgia Kicking the Sugar Habit,"3, , 3, 3, 4"
2.995792249336873e+17,2013-02-07,And don t miss our chat on ValentinesDay w on the food love connection See you then HealthTalk,"3, , 3, 3, 3, 3, 3, 3, 4, 4, 6"
2.9957915304749466e+17,2013-02-07,You re always such a great informative co host Til next time HealthTalk,"3, , 3, 3, 3, 3, 3, 3, 3"
2.99578981550805e+17,2013-02-07,thank you for all your great insight HealthTalk,"3, , 3, 3, 3, 3, 3, 3, 4, 4"
2.99578515278422e+17,2013-02-07,Looks like we re out of time Thank you to our co host and everyone who participated HealthTalk,"3, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 5"
2.995775196471132e+17,2013-02-07,Q9 Does anyone have any last questions for our expert Ask them now HealthTalk,"3, , 3, 3, 3, 3, 3, 3, 3, 3, 4"
2.9957680171228774e+17,2013-02-07,RT A7 Make sure you have a stack of heart healthy food at home Go out for a run more often Let your heart breathe Healthtalk,"3, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3"
2.995764390727721e+17,2013-02-07,Q8 What are some recommended resources for heart healthy living HealthTalk,"3, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 4"
2.995760625962189e+17,2013-02-07,RT A7 I m waiting to hear from you all on this as I d like to share your answers with my peers and through my blog healthtalk,"2, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 5, 3, 3, 4"
2.9957554501074125e+17,2013-02-07,RT A6 weight gain can occur when quitting smoking Get advice from a dietitian who specialises in weight management healthtalk,"2, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 5, 3, 3, 4, 4, 4, 5"
